subject,count,link
"françois claude amour du chariol, marquis de bouillé",1,"https://www.viomenil.mountvernon.org/browse.html#fran%C3%A7ois%20claude%20amour%20du%20chariol,%20marquis%20de%20bouill%C3%A9"
"princesse de gueménée",1,"https://www.viomenil.mountvernon.org/browse.html#princesse%20de%20guem%C3%A9n%C3%A9e"
"1736-1780",1,"https://www.viomenil.mountvernon.org/browse.html#1736-1780"
"de ternay",1,"https://www.viomenil.mountvernon.org/browse.html#de%20ternay"
""english commander"",1,"https://www.viomenil.mountvernon.org/browse.html#%22english%20commander%22"
"comte de vergennes",1,"https://www.viomenil.mountvernon.org/browse.html#comte%20de%20vergennes"
"marie marguerite de wignacourt",1,"https://www.viomenil.mountvernon.org/browse.html#marie%20marguerite%20de%20wignacourt"
"1717-1794",1,"https://www.viomenil.mountvernon.org/browse.html#1717-1794"
"richmond, virginia",1,"https://www.viomenil.mountvernon.org/browse.html#richmond,%20virginia"
"elizabeth river",1,"https://www.viomenil.mountvernon.org/browse.html#elizabeth%20river"
"lebanon, connecticut",1,"https://www.viomenil.mountvernon.org/browse.html#lebanon,%20connecticut"
"patrick ferguson",1,"https://www.viomenil.mountvernon.org/browse.html#patrick%20ferguson"
"1744-1780",1,"https://www.viomenil.mountvernon.org/browse.html#1744-1780"
"new windsor, new york",1,"https://www.viomenil.mountvernon.org/browse.html#new%20windsor,%20new%20york"
"freehold, new jersey",1,"https://www.viomenil.mountvernon.org/browse.html#freehold,%20new%20jersey"
"faneuil hall",1,"https://www.viomenil.mountvernon.org/browse.html#faneuil%20hall"
"wethersfield, connecticut",1,"https://www.viomenil.mountvernon.org/browse.html#wethersfield,%20connecticut"
"st kitts",1,"https://www.viomenil.mountvernon.org/browse.html#st%20kitts"
"bladensburg, maryland",1,"https://www.viomenil.mountvernon.org/browse.html#bladensburg,%20maryland"
"georgetown",1,"https://www.viomenil.mountvernon.org/browse.html#georgetown"
"caroline county court house, virginia",1,"https://www.viomenil.mountvernon.org/browse.html#caroline%20county%20court%20house,%20virginia"
"newcastle, virginia",1,"https://www.viomenil.mountvernon.org/browse.html#newcastle,%20virginia"
"rapahannock river",1,"https://www.viomenil.mountvernon.org/browse.html#rapahannock%20river"
"falmouth, virginia",1,"https://www.viomenil.mountvernon.org/browse.html#falmouth,%20virginia"
"rose's tavern",1,"https://www.viomenil.mountvernon.org/browse.html#rose's%20tavern"
"susquehanna river",1,"https://www.viomenil.mountvernon.org/browse.html#susquehanna%20river"
"neshaminy creek",1,"https://www.viomenil.mountvernon.org/browse.html#neshaminy%20creek"
"secretaire général de l'ordre de saint louis",1,"https://www.viomenil.mountvernon.org/browse.html#secretaire%20g%C3%A9n%C3%A9ral%20de%20l'ordre%20de%20saint%20louis"
"la villebrune",1,"https://www.viomenil.mountvernon.org/browse.html#la%20villebrune"
"1727-1806",1,"https://www.viomenil.mountvernon.org/browse.html#1727-1806"
"horatio gates",1,"https://www.viomenil.mountvernon.org/browse.html#horatio%20gates"
"rochambeau",1,"https://www.viomenil.mountvernon.org/browse.html#rochambeau"
"david humphreys",1,"https://www.viomenil.mountvernon.org/browse.html#david%20humphreys"
"1752-1818",1,"https://www.viomenil.mountvernon.org/browse.html#1752-1818"
"gloucester point, virginia",1,"https://www.viomenil.mountvernon.org/browse.html#gloucester%20point,%20virginia"
"maryland",1,"https://www.viomenil.mountvernon.org/browse.html#maryland"
"rohant",1,"https://www.viomenil.mountvernon.org/browse.html#rohant"
"pange",1,"https://www.viomenil.mountvernon.org/browse.html#pange"
"alexandre marie léonor de saint-mauris de montbarrey, prince of montbarrey",1,"https://www.viomenil.mountvernon.org/browse.html#alexandre%20marie%20l%C3%A9onor%20de%20saint-mauris%20de%20montbarrey,%20prince%20of%20montbarrey"
"1732-1796",1,"https://www.viomenil.mountvernon.org/browse.html#1732-1796"
"bois",1,"https://www.viomenil.mountvernon.org/browse.html#bois"
"laries",1,"https://www.viomenil.mountvernon.org/browse.html#laries"
"dijon, france",1,"https://www.viomenil.mountvernon.org/browse.html#dijon,%20france"
"dombal",1,"https://www.viomenil.mountvernon.org/browse.html#dombal"
"victor françois de broglie, 2nd duke of broglie",1,"https://www.viomenil.mountvernon.org/browse.html#victor%20fran%C3%A7ois%20de%20broglie,%202nd%20duke%20of%20broglie"
"1718-1804",1,"https://www.viomenil.mountvernon.org/browse.html#1718-1804"
"chanet",1,"https://www.viomenil.mountvernon.org/browse.html#chanet"
"nadal",1,"https://www.viomenil.mountvernon.org/browse.html#nadal"
"mr de charrin",1,"https://www.viomenil.mountvernon.org/browse.html#mr%20de%20charrin"
"barthélémy",1,"https://www.viomenil.mountvernon.org/browse.html#barth%C3%A9l%C3%A9my"
"sr holker",1,"https://www.viomenil.mountvernon.org/browse.html#sr%20holker"
"jousserand",1,"https://www.viomenil.mountvernon.org/browse.html#jousserand"
"1738-1794",1,"https://www.viomenil.mountvernon.org/browse.html#1738-1794"
"frederick north, lord north",1,"https://www.viomenil.mountvernon.org/browse.html#frederick%20north,%20lord%20north"
"1732-1792",1,"https://www.viomenil.mountvernon.org/browse.html#1732-1792"
"lévis",1,"https://www.viomenil.mountvernon.org/browse.html#l%C3%A9vis"
"pompton, new jersey",1,"https://www.viomenil.mountvernon.org/browse.html#pompton,%20new%20jersey"
"wippany, new jersey",1,"https://www.viomenil.mountvernon.org/browse.html#wippany,%20new%20jersey"
"bullion's tavern",1,"https://www.viomenil.mountvernon.org/browse.html#bullion's%20tavern"
"somerset court house, new jersey",1,"https://www.viomenil.mountvernon.org/browse.html#somerset%20court%20house,%20new%20jersey"
"suffern’s tavern",1,"https://www.viomenil.mountvernon.org/browse.html#suffern%E2%80%99s%20tavern"
"wilmington, delaware",1,"https://www.viomenil.mountvernon.org/browse.html#wilmington,%20delaware"
"william heath",1,"https://www.viomenil.mountvernon.org/browse.html#william%20heath"
"1737-1814",1,"https://www.viomenil.mountvernon.org/browse.html#1737-1814"
"new jersey",1,"https://www.viomenil.mountvernon.org/browse.html#new%20jersey"
"dauré",1,"https://www.viomenil.mountvernon.org/browse.html#daur%C3%A9"
"crompond, new york",1,"https://www.viomenil.mountvernon.org/browse.html#crompond,%20new%20york"
"1736-1818",1,"https://www.viomenil.mountvernon.org/browse.html#1736-1818"
"luc urbain du bouëxic de guichen",1,"https://www.viomenil.mountvernon.org/browse.html#luc%20urbain%20du%20bou%C3%ABxic%20de%20guichen"
"1712-1790",1,"https://www.viomenil.mountvernon.org/browse.html#1712-1790"
"georgia",1,"https://www.viomenil.mountvernon.org/browse.html#georgia"
"de la grandière",1,"https://www.viomenil.mountvernon.org/browse.html#de%20la%20grandi%C3%A8re"
"jean isaac chadeau de la clocheterie",1,"https://www.viomenil.mountvernon.org/browse.html#jean%20isaac%20chadeau%20de%20la%20clocheterie"
"1741-1782",1,"https://www.viomenil.mountvernon.org/browse.html#1741-1782"
"charles rené magon de médine",1,"https://www.viomenil.mountvernon.org/browse.html#charles%20ren%C3%A9%20magon%20de%20m%C3%A9dine"
"1763-1805",1,"https://www.viomenil.mountvernon.org/browse.html#1763-1805"
"hippolyte louis antoine de capellis",1,"https://www.viomenil.mountvernon.org/browse.html#hippolyte%20louis%20antoine%20de%20capellis"
"1744-1813",1,"https://www.viomenil.mountvernon.org/browse.html#1744-1813"
"colchester, virginia",1,"https://www.viomenil.mountvernon.org/browse.html#colchester,%20virginia"
"de la baie",1,"https://www.viomenil.mountvernon.org/browse.html#de%20la%20baie"
"1755-1841",1,"https://www.viomenil.mountvernon.org/browse.html#1755-1841"
"isidore lynch",1,"https://www.viomenil.mountvernon.org/browse.html#isidore%20lynch"
"bouchet",1,"https://www.viomenil.mountvernon.org/browse.html#bouchet"
"1750-1805",1,"https://www.viomenil.mountvernon.org/browse.html#1750-1805"
"de trogoff",1,"https://www.viomenil.mountvernon.org/browse.html#de%20trogoff"
"de mérindol",1,"https://www.viomenil.mountvernon.org/browse.html#de%20m%C3%A9rindol"
"de la faige",1,"https://www.viomenil.mountvernon.org/browse.html#de%20la%20faige"
"robert-guillaume de dillon",1,"https://www.viomenil.mountvernon.org/browse.html#robert-guillaume%20de%20dillon"
"1754-1839",1,"https://www.viomenil.mountvernon.org/browse.html#1754-1839"
"madame dillon",1,"https://www.viomenil.mountvernon.org/browse.html#madame%20dillon"
"arthur richard dillon",1,"https://www.viomenil.mountvernon.org/browse.html#arthur%20richard%20dillon"
"1721-1806",1,"https://www.viomenil.mountvernon.org/browse.html#1721-1806"
"georges-henri-victor collot",1,"https://www.viomenil.mountvernon.org/browse.html#georges-henri-victor%20collot"
"bernard de neurisse",1,"https://www.viomenil.mountvernon.org/browse.html#bernard%20de%20neurisse"
"jean-phillipe de verton",1,"https://www.viomenil.mountvernon.org/browse.html#jean-phillipe%20de%20verton"
"throgs neck, new york",1,"https://www.viomenil.mountvernon.org/browse.html#throgs%20neck,%20new%20york"
"orangetown, new york",1,"https://www.viomenil.mountvernon.org/browse.html#orangetown,%20new%20york"
"waterman tavern",1,"https://www.viomenil.mountvernon.org/browse.html#waterman%20tavern"
"plainfield, connecticut",1,"https://www.viomenil.mountvernon.org/browse.html#plainfield,%20connecticut"
"windham, connecticut",1,"https://www.viomenil.mountvernon.org/browse.html#windham,%20connecticut"
"bolton, connecticut",1,"https://www.viomenil.mountvernon.org/browse.html#bolton,%20connecticut"
"farmington, connecticut",1,"https://www.viomenil.mountvernon.org/browse.html#farmington,%20connecticut"
"waterbury, connecticut",1,"https://www.viomenil.mountvernon.org/browse.html#waterbury,%20connecticut"
"breakneck hill, connecticut",1,"https://www.viomenil.mountvernon.org/browse.html#breakneck%20hill,%20connecticut"
"vendôme, france",1,"https://www.viomenil.mountvernon.org/browse.html#vend%C3%B4me,%20france"
"de chabrillant",1,"https://www.viomenil.mountvernon.org/browse.html#de%20chabrillant"
"pierre victor de besenval de brünstatt",1,"https://www.viomenil.mountvernon.org/browse.html#pierre%20victor%20de%20besenval%20de%20br%C3%BCnstatt"
"1721-1791",1,"https://www.viomenil.mountvernon.org/browse.html#1721-1791"
"charles françois de broglie",1,"https://www.viomenil.mountvernon.org/browse.html#charles%20fran%C3%A7ois%20de%20broglie"
"1719-1781",1,"https://www.viomenil.mountvernon.org/browse.html#1719-1781"
"de vaux",1,"https://www.viomenil.mountvernon.org/browse.html#de%20vaux"
"casimir pignatelli d'egmont",1,"https://www.viomenil.mountvernon.org/browse.html#casimir%20pignatelli%20d'egmont"
"rené jean mans de la tour du pin, marquis de la charce",1,"https://www.viomenil.mountvernon.org/browse.html#ren%C3%A9%20jean%20mans%20de%20la%20tour%20du%20pin,%20marquis%20de%20la%20charce"
"1750-1781",1,"https://www.viomenil.mountvernon.org/browse.html#1750-1781"
"de st julien",1,"https://www.viomenil.mountvernon.org/browse.html#de%20st%20julien"
"françois charles de rochechouart, comte de rochechouart",1,"https://www.viomenil.mountvernon.org/browse.html#fran%C3%A7ois%20charles%20de%20rochechouart,%20comte%20de%20rochechouart"
"1703-1784",1,"https://www.viomenil.mountvernon.org/browse.html#1703-1784"
"louis philippe de ségur",1,"https://www.viomenil.mountvernon.org/browse.html#louis%20philippe%20de%20s%C3%A9gur"
"1753-1830",1,"https://www.viomenil.mountvernon.org/browse.html#1753-1830"
"courteilles, france",1,"https://www.viomenil.mountvernon.org/browse.html#courteilles,%20france"
"ancenis, france",1,"https://www.viomenil.mountvernon.org/browse.html#ancenis,%20france"
"de dreux",1,"https://www.viomenil.mountvernon.org/browse.html#de%20dreux"
"claude bernard loppin de montmort",1,"https://www.viomenil.mountvernon.org/browse.html#claude%20bernard%20loppin%20de%20montmort"
"1752-1831",1,"https://www.viomenil.mountvernon.org/browse.html#1752-1831"
"joseph dieudonné de chazelles",1,"https://www.viomenil.mountvernon.org/browse.html#joseph%20dieudonn%C3%A9%20de%20chazelles"
"head",1,"https://www.viomenil.mountvernon.org/browse.html#head"
"louis-françois-joseph de montmorency-logny, prince de montmorency",1,"https://www.viomenil.mountvernon.org/browse.html#louis-fran%C3%A7ois-joseph%20de%20montmorency-logny,%20prince%20de%20montmorency"
"saint augustine, florida",1,"https://www.viomenil.mountvernon.org/browse.html#saint%20augustine,%20florida"
